département;circonscription;sexe;nom;Parti Politique;Mail;Facebook;;Twitter
La Réunion;2ème circonscription;Madame;Karine Lebon;GDR;karine.lebon@assemblee-nationale.fr;Pas de compte Facebook;;Pas de compte Twitter
La Réunion;3ème circonscription;Madame;Nathalie Bassire;LR;nathalie.bassire@assemblee-nationale.fr;https://fr-fr.facebook.com/nathbassire/;@NathalieBassire;https://twitter.com/@NathalieBassire
La Réunion;4ème circonscription;Monsieur;David Lorion;LR;david.lorion@assemblee-nationale.fr;https://fr-fr.facebook.com/davidlorionofficiel/;@david_lorion;https://twitter.com/@david_lorion
La Réunion;5ème circonscription;Monsieur;Jean-Hugues Ratenon;FI;jean-hugues.ratenon@assemblee-nationale.fr;https://www.facebook.com/Depute.Ratenon/;@DeputeRatenon;https://twitter.com/@DeputeRatenon
La Réunion;6ème circonscription;Madame;Nadia Ramassamy;LR;nadia.ramassamy@assemblee-nationale.fr;https://www.facebook.com/RamassamyNadia/;;Pas de compte Twitter
La Réunion;7ème circonscription;Monsieur;Jean-Luc Poudroux;LR;Jean-Luc.Poudroux@assemblee-nationale.fr;https://www.facebook.com/jeanlucpoudroux/;;Pas de compte Twitter
Landes;1ère circonscription;Monsieur;Fabien Lainé;MODEM;Fabien.Laine@assemblee-nationale.fr;https://www.facebook.com/fabienlainesanguinet/;@fabien_laine;https://twitter.com/@fabien_laine
Landes;2ème circonscription;Monsieur;Lionel Causse;LREM;lionel.causse@assemblee-nationale.fr;https://fr-fr.facebook.com/lionelcausse2017/;DeputeCausse;https://twitter.com/DeputeCausse
Landes;3ème circonscription;Monsieur;Boris Vallaud;PS;boris.vallaud@assemblee-nationale.fr;Pas de compte Facebook;@BorisVallaud;https://twitter.com/@BorisVallaud
Loir-et-Cher;1ère circonscription;Monsieur;Stéphane Baudu;MODEM;Stephane.Baudu@assemblee-nationale.fr;https://www.facebook.com/stephanebaudu;@baudu_stephane;https://twitter.com/@baudu_stephane
Loir-et-Cher;2ème circonscription;Monsieur;Guillaume Peltier;LR;guillaume.peltier@assemblee-nationale.fr;https://fr-fr.facebook.com/GuillaumePeltier.fr/;@G_Peltier;https://twitter.com/@G_Peltier
Loir-et-Cher;3ème circonscription;Monsieur;Pascal Brindeau;UDI;pascal.brindeau@assemblee-nationale.fr;https://fr-fr.facebook.com/brindeau.pascal/;@pascalbrindeau;https://twitter.com/@pascalbrindeau
Loire;1ère circonscription;Monsieur;Régis Juanico;PS;regis.juanico@assemblee-nationale.fr;https://fr-fr.facebook.com/regis.juanico/;@juanico;https://twitter.com/@juanico
Loire;2ème circonscription;Monsieur;Jean-Michel Mis;LREM;jean-michel.mis@assemblee-nationale.fr;https://fr-fr.facebook.com/jeanmichel.mis/;@JeanMichelMIS;https://twitter.com/@JeanMichelMIS
Loire;3ème circonscription;Madame;Valéria Faure-Muntian;LREM;valeria.faure-muntian@assemblee-nationale.fr;https://fr-fr.facebook.com/Valeriafauremuntian/;@V_Faure_Muntian;https://twitter.com/@V_Faure_Muntian
Loire;4ème circonscription;Monsieur;Dino Cinieri;LR;dino.cinieri@assemblee-nationale.fr;https://fr-fr.facebook.com/dino.cinieri/;@DinoCinieri;https://twitter.com/@DinoCinieri
Loire;5ème circonscription;Madame;Nathalie Sarles;LREM;nathalie.sarles@assemblee-nationale.fr;https://www.facebook.com/nathaliesarlesLoire5/;;Pas de compte Twitter
Loire;6ème circonscription;Monsieur;Julien Borowczyk;LREM;julien.borowczyk@assemblee-nationale.fr;https://fr-fr.facebook.com/100017706129942/;@JulienBorowczyk;https://twitter.com/@JulienBorowczyk
Loire-Atlantique;1ère circonscription;Monsieur;François de Rugy;LREM;francois.derugy@assemblee-nationale.fr;https://fr-fr.facebook.com/francoisderugy/;@Fderugy;https://twitter.com/@Fderugy
Loire-Atlantique;2ème circonscription;Madame;Valérie Oppelt;LREM;valerie.oppelt@assemblee-nationale.fr;https://fr-fr.facebook.com/oppeltvalerie/;@valerie_oppelt;https://twitter.com/@valerie_oppelt
Loire-Atlantique;3ème circonscription;Madame;Anne-France Brunet;LREM;anne-france.brunet@assemblee-nationale.fr;https://www.facebook.com/BrunetAF/;@nneFranceBrunet;https://twitter.com/@nneFranceBrunet
Loire-Atlantique;4ème circonscription;Madame;Aude Amadou;LREM;aude.amadou@assemblee-nationale.fr;https://fr-fr.facebook.com/AmadouAude/;@AudeAmadou;https://twitter.com/@AudeAmadou
Loire-Atlantique;5ème circonscription;Monsieur;Luc Geismar;MODEM;luc.geismar@assemblee-nationale.fr;https://www.facebook.com/geismar.luc;@GeismarLuc;https://twitter.com/@GeismarLuc
Loire-Atlantique;6ème circonscription;Monsieur;Yves Daniel;LREM;yves.daniel@assemblee-nationale.fr;https://www.facebook.com/Yves.Daniel.legislatives2017/;@ydaniel_depute;https://twitter.com/@ydaniel_depute
Loire-Atlantique;7ème circonscription;Madame;Sandrine Josso;MODEM;sandrine.josso@assemblee-nationale.fr;https://fr-fr.facebook.com/Sandrinejosso2017/;@Josso2017;https://twitter.com/@Josso2017
Loire-Atlantique;8ème circonscription;Madame;Audrey Dufeu;LREM;audrey.dufeuschubert@assemblee-nationale.fr;https://fr-fr.facebook.com/audreydufeuschubert/;@audreydufeu;https://twitter.com/@audreydufeu
Loire-Atlantique;9ème circonscription;Monsieur;Yannick Haury;LREM;yannick.haury@assemblee-nationale.fr;https://fr-fr.facebook.com/yannickhaury2017/;@YHaury44;https://twitter.com/@YHaury44
Loire-Atlantique;10ème circonscription;Madame;Sophie Errante;LREM;sophie.errante@assemblee-nationale.fr;https://www.facebook.com/SophieErrante;@SophieErrante;https://twitter.com/@SophieErrante
Loiret;1ère circonscription;Madame;Stéphanie Rist;LREM;stephanie.rist@assemblee-nationale.fr;https://fr-fr.facebook.com/StephanieRistEnMarche/;@stephanie_rist;https://twitter.com/@stephanie_rist
Loiret;2ème circonscription;Madame;Caroline Janvier;LREM;caroline.janvier@assemblee-nationale.fr;https://www.facebook.com/CarolineJanvierDeputee/;@CarolineJanvier;https://twitter.com/@CarolineJanvier
Loiret;3ème circonscription;Monsieur;Claude de Ganay;LR;claude.deganay@assemblee-nationale.fr;https://fr-fr.facebook.com/claudedeGanay/;@Cdganay;https://twitter.com/@Cdganay
Loiret;4ème circonscription;Monsieur;Jean-Pierre Door;LR;jean-pierre.door@assemblee-nationale.fr;https://www.facebook.com/jeanpierredoor;@doorjean;https://twitter.com/@doorjean
Loiret;5ème circonscription;Madame;Marianne Dubois;LR;marianne.dubois@assemblee-nationale.fr;https://fr-fr.facebook.com/DuboisMarianne/;@DuboisMarianne;https://twitter.com/@DuboisMarianne
Loiret;6ème circonscription;Monsieur;Richard Ramos;MODEM;richard.ramos@assemblee-nationale.fr;https://www.facebook.com/profile.php?id=100000377607739;@_richardramos;https://twitter.com/@_richardramos
Lot;1ère circonscription;Monsieur;Aurélien Pradié;LR;aurelien.pradie@assemblee-nationale.fr;https://fr-fr.facebook.com/aurelien.pradie/;@AurelienPradie;https://twitter.com/@AurelienPradie
Lot;2ème circonscription;Madame;Huguette Tiegna;LREM;huguette.tiegna@assemblee-nationale.fr;https://fr-fr.facebook.com/HuguetteTiegnaLREM46LOT2/;@HuguetteLREM46;https://twitter.com/@HuguetteLREM46
Lot-et-Garonne;1ère circonscription;Monsieur;Michel Lauzzana;LREM;michel.lauzzana@assemblee-nationale.fr;https://www.facebook.com/Michel.Lauzzana47/;@lauzzanamichel;https://twitter.com/@lauzzanamichel
Lot-et-Garonne;2ème circonscription;Monsieur;Alexandre Freschi;LREM;alexandre.freschi@assemblee-nationale.fr;https://fr-fr.facebook.com/Alexandre.V.Freschi/;@AVFreschi;https://twitter.com/@AVFreschi
Lot-et-Garonne;3ème circonscription;Monsieur;Olivier Damaisin;LREM;olivier.damaisin@assemblee-nationale.fr;https://fr-fr.facebook.com/olivier.damaisin/;@olivierdam1;https://twitter.com/@olivierdam1
Lozère;1ère circonscription;Monsieur;Pierre Morel-À-L'Huissier;UDI;pierre.morel-a-lhuissier@assemblee-nationale.fr;https://fr-fr.facebook.com/pierremorelalhuissier/;@MORELPIERRE;https://twitter.com/@MORELPIERRE
Maine-et-Loire;1ère circonscription;Monsieur;Matthieu Orphelin;non inscrit;matthieu.orphelin@assemblee-nationale.fr;https://fr-fr.facebook.com/matthieuorphelinrem/;@M_Orphelin;https://twitter.com/@M_Orphelin
Maine-et-Loire;2ème circonscription;Madame;Stella Dupont;LREM;stella.dupont@assemblee-nationale.fr;https://fr-fr.facebook.com/stelladupont/;@stelladupont;https://twitter.com/@stelladupont
Maine-et-Loire;3ème circonscription;Madame;Anne-Laure Blin;LR;Anne-Laure.Blin@assemblee-nationale.fr;https://www.facebook.com/annelaureblin49/;@AnneLaureBlin;https://twitter.com/@AnneLaureBlin
Maine-et-Loire;4ème circonscription;Madame;Laetitia Saint-Paul;LREM;laetitia.saint-paul@assemblee-nationale.fr;https://fr-fr.facebook.com/laetitiasaintpaulrem/;@l_saintpaul;https://twitter.com/@l_saintpaul
Maine-et-Loire;5ème circonscription;Monsieur;Denis Masséglia;LREM;denis.masseglia@assemblee-nationale.fr;https://www.facebook.com/DenisMasseglia49/;@denis_Masseglia;https://twitter.com/@denis_Masseglia
Maine-et-Loire;6ème circonscription;Madame;Nicole Dubré-Chirat;LREM;nicole.dubre-chirat@assemblee-nationale.fr;https://fr-fr.facebook.com/nicoledubrechirat/;@NicoleDubre17;https://twitter.com/@NicoleDubre17
Maine-et-Loire;7ème circonscription;Monsieur;Philippe Bolo;MODEM;philippe.bolo@assemblee-nationale.fr;https://www.facebook.com/philippe.bolo.7;@phbolo;https://twitter.com/@phbolo
Manche;1ère circonscription;Monsieur;Philippe Gosselin;LR;philippe.gosselin@assemblee-nationale.fr;https://fr-fr.facebook.com/phgosselin/;@phgosselin;https://twitter.com/@phgosselin
Manche;2ème circonscription;Monsieur;Bertrand Sorre;LREM;bertrand.sorre@assemblee-nationale.fr;https://fr-fr.facebook.com/bertrandsorrecandidat/;@BertrandSorre;https://twitter.com/@BertrandSorre
Manche;3ème circonscription;Monsieur;Stéphane Travert;LREM;stephane.travert@assemblee-nationale.fr;https://fr-fr.facebook.com/Stéphane-Travert-2017-256137114468103/;@StTRAVERT;https://twitter.com/@StTRAVERT
Manche;4ème circonscription;Madame;Sonia Krimi;LREM;sonia.krimi@assemblee-nationale.fr;https://fr-fr.facebook.com/SoniaKrimi2017/;@Sonia_Krimi;https://twitter.com/@Sonia_Krimi
Marne;1ère circonscription;Madame;Valérie Beauvais;LR;valerie.beauvais@assemblee-nationale.fr;https://fr-fr.facebook.com/valeriebeauvais2017/;@beauvais2017;https://twitter.com/@beauvais2017
Marne;2ème circonscription;Madame;Aina Kuric;AE;aina.kuric@assemblee-nationale.fr;https://fr-fr.facebook.com/ainakuric51/;@ainakuric;https://twitter.com/@ainakuric
Marne;3ème circonscription;Monsieur;Éric Girardin;LREM;eric.girardin@assemblee-nationale.fr;https://www.facebook.com/Eric-Girardin-Député-de-la-Marne-303499803812693/;@GirardinEric;https://twitter.com/@GirardinEric
Marne;4ème circonscription;Madame;Lise Magnier;AE;lise.magnier@assemblee-nationale.fr;https://fr-fr.facebook.com/Lise-Magnier-1276782429025185/;@lise_magnier;https://twitter.com/@lise_magnier
Marne;5ème circonscription;Monsieur;Charles de Courson;Libertéetterritoire;charles.decourson@assemblee-nationale.fr;https://www.facebook.com/charlesdecourson.marne/;@C_deCourson;https://twitter.com/@C_deCourson
Martinique;1ère circonscription;Madame;Josette Manin;PS;josette.manin@assemblee-nationale.fr;https://www.facebook.com/Josettemanin/;;Pas de compte Twitter
Martinique;2ème circonscription;Madame;Manuéla Kéclard-Mondésir;GDR;Manuela.Keclard-Mondesir@assemblee-nationale.fr;https://www.facebook.com/manuela.mondesir;;Pas de compte Twitter
Martinique;3ème circonscription;Monsieur;Serge Letchimy;PS;serge.letchimy@assemblee-nationale.fr;https://www.facebook.com/serge.letchimy;@SergeLetchimy;https://twitter.com/@SergeLetchimy
Martinique;4ème circonscription;Monsieur;Jean-Philippe Nilor;GDR;jean-philippe.nilor@assemblee-nationale.fr;https://www.facebook.com/Jean-Philippe-NILOR-297068797117195/;;Pas de compte Twitter
Mayenne;1ère circonscription;Monsieur;Guillaume Garot;PS;guillaume.garot@assemblee-nationale.fr;https://fr-fr.facebook.com/guillaumegarot.fr/;@guillaumegarot;https://twitter.com/@guillaumegarot
Mayenne;2ème circonscription;Madame;Géraldine Bannier;MODEM;geraldine.bannier@assemblee-nationale.fr;https://fr-fr.facebook.com/geraldine.bannier.1/;@Bannier_G;https://twitter.com/@Bannier_G
Mayenne;3ème circonscription;Monsieur;Yannick Favennec-Bécot;MODEM;yannick.favennec@assemblee-nationale.fr;https://www.facebook.com/yannickfavennecofficiel/;@yfavennec;https://twitter.com/@yfavennec
Mayotte;1ère circonscription;Madame;Ramlati Ali;LREM;ramlati.ali@assemblee-nationale.fr;https://www.facebook.com/Ramlati-ALI-519930035060143/;;Pas de compte Twitter
Mayotte;2ème circonscription;Monsieur;Mansour Kamardine;LR;mansour.kamardine@assemblee-nationale.fr;https://fr-fr.facebook.com/MansourKamardine2017/;;Pas de compte Twitter
Meurthe-et-Moselle;1ère circonscription;Madame;Carole Grandjean;LREM;carole.grandjean@assemblee-nationale.fr;https://fr-fr.facebook.com/GrandjeanCarole/;@caroleem54;https://twitter.com/@caroleem54
Meurthe-et-Moselle;2ème circonscription;Monsieur;Laurent Garcia;MODEM;laurent.garcia@assemblee-nationale.fr;https://fr-fr.facebook.com/Laurent-Garcia-député-de-Meurthe-et-Moselle-1159962430725786/;@GarciaLaxou;https://twitter.com/@GarciaLaxou
Meurthe-et-Moselle;3ème circonscription;Monsieur;Xavier Paluszkiewicz;LREM;xavier.paluszkiewicz@assemblee-nationale.fr;https://fr-fr.facebook.com/XavierPaluAN/;@XavierPalu2017;https://twitter.com/@XavierPalu2017
Meurthe-et-Moselle;4ème circonscription;Monsieur;Thibault Bazin;LR;thibault.bazin@assemblee-nationale.fr;https://www.facebook.com/DeputeThibaultBAZIN/;@thibault_bazin;https://twitter.com/@thibault_bazin
Meurthe-et-Moselle;5ème circonscription;Monsieur;Dominique Potier;PS;dominique.potier@assemblee-nationale.fr;https://fr-fr.facebook.com/potierdominique/;@potierdominique;https://twitter.com/@potierdominique
Meurthe-et-Moselle;6ème circonscription;Madame;Caroline Fiat;FI;caroline.fiat@assemblee-nationale.fr;https://fr-fr.facebook.com/kro.epousefiat/;@CarolineFiat54;https://twitter.com/@CarolineFiat54
Meuse;1ère circonscription;Monsieur;Bertrand Pancher;Libertéetterritoire;bertrand.pancher@assemblee-nationale.fr;https://fr-fr.facebook.com/bertrand.pancher/;@BertrandPancher;https://twitter.com/@BertrandPancher
Meuse;2ème circonscription;Madame;Émilie Cariou;non inscrit;emilie.cariou@assemblee-nationale.fr;https://fr-fr.facebook.com/EmilieCariou2017/;@EmilieCariou;https://twitter.com/@EmilieCariou
Morbihan;1ère circonscription;Monsieur;Hervé Pellois;LREM;herve.pellois@assemblee-nationale.fr;https://www.facebook.com/Hervé-Pellois-200107583401791/;@HervePellois;https://twitter.com/@HervePellois
Morbihan;2ème circonscription;Monsieur;Jimmy Pahun;MODEM;jimmy.pahun@assemblee-nationale.fr;https://fr-fr.facebook.com/jimmypahun/;@EnMarche_56;https://twitter.com/@EnMarche_56
Morbihan;3ème circonscription;Madame;Nicole Le Peih;LREM;nicole.lepeih@assemblee-nationale.fr;https://fr-fr.facebook.com/NicoleLePeih2017/;@NicoleLePeih;https://twitter.com/@NicoleLePeih
Morbihan;4ème circonscription;Monsieur;Paul Molac;Libertéetterritoire;paul.molac@assemblee-nationale.fr;https://fr-fr.facebook.com/paulmolac/;@paul_molac;https://twitter.com/@paul_molac
Morbihan;5ème circonscription;Monsieur;Gwendal Rouillard;LREM;gwendal.rouillard@assemblee-nationale.fr;https://fr-fr.facebook.com/gwendal.rouillard1/;@G_ROUILLARD;https://twitter.com/@G_ROUILLARD
Morbihan;6ème circonscription;Monsieur;Jean-Michel Jacques;LREM;jean-michel.jacques@assemblee-nationale.fr;https://www.facebook.com/jm.jacques.bzh/;@J_M_Jacques;https://twitter.com/@J_M_Jacques
Moselle;1ère circonscription;Monsieur;Belkhir Belhaddad;LREM;belkhir.belhaddad@assemblee-nationale.fr;https://www.facebook.com/belkhir.belhaddad;@b_belhaddad;https://twitter.com/@b_belhaddad
Moselle;2ème circonscription;Monsieur;Ludovic Mendès;LREM;ludovic.mendes@assemblee-nationale.fr;https://www.facebook.com/DeputeLudovicMendes/;@LudovicMDS;https://twitter.com/@LudovicMDS
Moselle;3ème circonscription;Monsieur;Richard Lioger;LREM;richard.lioger@assemblee-nationale.fr;https://www.facebook.com/RichardLioger/;@RichardLioger;https://twitter.com/@RichardLioger
Moselle;4ème circonscription;Monsieur;Fabien Di Filippo;LR;fabien.difilippo@assemblee-nationale.fr;https://www.facebook.com/fabien.filippo;@FabienDiFilippo;https://twitter.com/@FabienDiFilippo
Moselle;5ème circonscription;Madame;Nicole Trisse;LREM;nicole.trisse@assemblee-nationale.fr;https://www.facebook.com/Nicoletrisse57/;@NicoleTrisse;https://twitter.com/@NicoleTrisse
Moselle;6ème circonscription;Monsieur;Christophe Arend;LREM;christophe.arend@assemblee-nationale.fr;https://www.facebook.com/christophearend.LReM/;@christophearend;https://twitter.com/@christophearend
Moselle;7ème circonscription;Madame;Hélène Zannier;LREM;helene.zannier@assemblee-nationale.fr;https://www.facebook.com/helenezannier57/;@HeleneZannier;https://twitter.com/@HeleneZannier
Moselle;8ème circonscription;Monsieur;Brahim Hammouche;MODEM;brahim.hammouche@assemblee-nationale.fr;https://www.facebook.com/hammouche5708/;@BHammouche5708;https://twitter.com/@BHammouche5708
Moselle;9ème circonscription;Madame;Isabelle Rauch;LREM;isabelle.rauch@assemblee-nationale.fr;https://www.facebook.com/IsabelleRauchDeputee/;@IsabelleRauch;https://twitter.com/@IsabelleRauch
Nièvre;1ère circonscription;Madame;Perrine Goulet;MODEM;perrine.goulet@assemblee-nationale.fr;https://fr-fr.facebook.com/perrinegouletREM/;@pgoulet58;https://twitter.com/@pgoulet58
Nièvre;2ème circonscription;Monsieur;Patrice Perrot;LREM;patrice.perrot@assemblee-nationale.fr;https://fr-fr.facebook.com/patriceperrotenmarche58/;;Pas de compte Twitter
Nord;1ère circonscription;Monsieur;Adrien Quatennens;FI;adrien.quatennens@assemblee-nationale.fr;https://fr-fr.facebook.com/AQuatennens/;@AQuatennens;https://twitter.com/@AQuatennens
Nord;2ème circonscription;Monsieur;Ugo Bernalicis;FI;ugo.bernalicis@assemblee-nationale.fr;https://fr-fr.facebook.com/ugobernalicis/;@ugobernalicis;https://twitter.com/@ugobernalicis
Nord;3ème circonscription;Monsieur;Christophe Di Pompeo;LREM;christophe.dipompeo@assemblee-nationale.fr;https://www.facebook.com/christophe.pompeo;@DipompeoChrist;https://twitter.com/@DipompeoChrist
Nord;4ème circonscription;Madame;Brigitte Liso;LREM;brigitte.liso@assemblee-nationale.fr;https://fr-fr.facebook.com/brigitteliso/;@brigitte_liso;https://twitter.com/@brigitte_liso
Nord;5ème circonscription;Monsieur;Sébastien Huyghe;LR;sebastien.huyghe@assemblee-nationale.fr;https://fr-fr.facebook.com/shuyghe.depute/;@SebastienHuyghe;https://twitter.com/@SebastienHuyghe
Nord;6ème circonscription;Madame;Charlotte Parmentier-Lecocq;LREM;charlotte.lecocq@assemblee-nationale.fr;https://www.facebook.com/LECOCQCharlotte/;@lecocqcharlotte;https://twitter.com/@lecocqcharlotte
Nord;7ème circonscription;Madame;Valérie Six;UDI;valerie.six@assemblee-nationale.fr;https://fr-fr.facebook.com/ValerieSixAN//;@six_valerie;https://twitter.com/@six_valerie
Nord;8ème circonscription;Madame;Catherine Osson;LREM;catherine.osson@assemblee-nationale.fr;https://www.facebook.com/catherine.osson;@Ossoncatherine;https://twitter.com/@Ossoncatherine
Nord;9ème circonscription;Madame;Valérie Petit;AE;valerie.petit@assemblee-nationale.fr;https://www.facebook.com/ValeriePetit2017/;@ValeriePetit_EM;https://twitter.com/@ValeriePetit_EM
Nord;10ème circonscription;Monsieur;Vincent Ledoux;AE;vincent.ledoux@assemblee-nationale.fr;https://fr-fr.facebook.com/vincent.ledoux.313/;@VincentLedoux59;https://twitter.com/@VincentLedoux59
Nord;11ème circonscription;Madame;Florence Morlighem;LREM;florence.morlighem@assemblee-nationale.fr;https://www.facebook.com/profile.php?id=100015108826040;@FMorlighem;https://twitter.com/@FMorlighem
Nord;12ème circonscription;Madame;Anne-Laure Cattelot;LREM;anne-laure.cattelot@assemblee-nationale.fr;https://www.facebook.com/AnneLaureCattelotEnMarche/;@ALCattelot;https://twitter.com/@ALCattelot
Nord;13ème circonscription;Monsieur;Christian Hutin;PS;christian.hutin@assemblee-nationale.fr;https://www.facebook.com/hutin2014;@ChristianHutin;https://twitter.com/@ChristianHutin
Nord;14ème circonscription;Monsieur;Paul Christophe;AE;paul.christophe@assemblee-nationale.fr;https://fr-fr.facebook.com/Paul-Christophe-Député-du-Nord-1387587231318843/;@christophe_p;https://twitter.com/@christophe_p
Nord;15ème circonscription;Madame;Jennifer De Temmerman;Libertéetterritoire;jennifer.detemmerman@assemblee-nationale.fr;https://fr-fr.facebook.com/JenniferDeTermanXVNord/;@Jdeterman;https://twitter.com/@Jdeterman
Nord;16ème circonscription;Monsieur;Alain Bruneel;GDR;alain.bruneel@assemblee-nationale.fr;https://www.facebook.com/Alainbruneeldepute/;@Alain_Bruneel;https://twitter.com/@Alain_Bruneel
Nord;17ème circonscription;Monsieur;Dimitri Houbron;AE;dimitri.houbron@assemblee-nationale.fr;https://www.facebook.com/dhoubron1759/;@dhoubron1759;https://twitter.com/@dhoubron1759
Nord;18ème circonscription;Monsieur;Guy Bricout;UDI;guy.bricout@assemblee-nationale.fr;https://fr-fr.facebook.com/Guy-Bricout-1101832169837965/;;Pas de compte Twitter
Nord;19ème circonscription;Monsieur;Sébastien Chenu;non inscrit;sebastien.chenu@assemblee-nationale.fr;https://fr-fr.facebook.com/chenu.sebastien/;@sebchenu;https://twitter.com/@sebchenu
Nord;20ème circonscription;Monsieur;Fabien Roussel;GDR;fabien.roussel@assemblee-nationale.fr;https://fr-fr.facebook.com/Roussel2015/;@Fabien_Rssl;https://twitter.com/@Fabien_Rssl
Nord;21ème circonscription;Madame;Béatrice Descamps;UDI;beatrice.descamps@assemblee-nationale.fr;https://www.facebook.com/bddeputee2159/;@beadescamps;https://twitter.com/@beadescamps
Nouvelle-Calédonie;1ère circonscription;Monsieur;Philippe Dunoyer;UDI;philippe.dunoyer@assemblee-nationale.fr;https://www.facebook.com/philippedunoyer2017/;;Pas de compte Twitter
Nouvelle-Calédonie;2ème circonscription;Monsieur;Philippe Gomès;UDI;philippe.gomes@assemblee-nationale.fr;https://www.facebook.com/philippegomesnc;@PhilippeGomesCE;https://twitter.com/@PhilippeGomesCE
Oise;1ère circonscription;Monsieur;Olivier Dassault;LR;olivier.dassault@assemblee-nationale.fr;https://fr-fr.facebook.com/olivier.dassault/;@ODassault ;https://twitter.com/@ODassault 
Oise;2ème circonscription;Madame;Agnès Thill;UDI;agnes.thill@assemblee-nationale.fr;https://fr-fr.facebook.com/agnesthilldeputee/;@ThillAgnes;https://twitter.com/@ThillAgnes
Oise;3ème circonscription;Monsieur;Pascal Bois;LREM;pascal.bois@assemblee-nationale.fr;https://fr-fr.facebook.com/pascal.bois/;@PascalBoisLaREM;https://twitter.com/@PascalBoisLaREM
Oise;4ème circonscription;Monsieur;Éric Woerth;LR;eric.woerth@assemblee-nationale.fr;https://fr-fr.facebook.com/ewoerth/;@ericwoerth;https://twitter.com/@ericwoerth
Oise;5ème circonscription;Monsieur;Pierre Vatin;LR;pierre.vatin@assemblee-nationale.fr;https://fr-fr.facebook.com/pierrevatin/;;Pas de compte Twitter
Oise;6ème circonscription;Madame;Carole Bureau-Bonnard;LREM;carole.bureau-bonnard@assemblee-nationale.fr;https://fr-fr.facebook.com/CaroleBureauBonnardOise/;@CaroleBBonnard;https://twitter.com/@CaroleBBonnard
Oise;7ème circonscription;Monsieur;Maxime Minot;LR;maxime.minot@assemblee-nationale.fr;https://fr-fr.facebook.com/maxime.minot.35/;@MaximeMinot;https://twitter.com/@MaximeMinot
Orne;1ère circonscription;Madame;Chantal Jourdan;PS;chantal.jourdan@assemblee-nationale.fr;https://www.facebook.com/profile.php?id=100009822755402;;Pas de compte Twitter
Orne;2ème circonscription;Madame;Véronique Louwagie;LR;veronique.louwagie@assemblee-nationale.fr;https://www.facebook.com/veronique.louwagie.3;@VeroLouwagie;https://twitter.com/@VeroLouwagie
Orne;3ème circonscription;Monsieur;Jérôme Nury;LR;jerome.nury@assemblee-nationale.fr;https://www.facebook.com/jeromenurydepute/;@jeromenury;https://twitter.com/@jeromenury
Paris ;1ère circonscription;Monsieur;Sylvain Maillard;LREM;sylvain.maillard@assemblee-nationale.fr;https://fr-fr.facebook.com/sylvainmaillardparis/;@sylvainmaillard;https://twitter.com/@sylvainmaillard
Paris;2ème circonscription;Monsieur;Gilles Le Gendre;LREM;gilles.legendre@assemblee-nationale.fr;https://www.facebook.com/gilleslegendredepute/;@GillesLeGendre;https://twitter.com/@GillesLeGendre
Paris;3ème circonscription;Monsieur;Stanislas Guerini;LREM;stanislas.guerini@assemblee-nationale.fr;https://fr-fr.facebook.com/StanGuerini/;@StanGuerini;https://twitter.com/@StanGuerini
Paris;4ème circonscription;Madame;Brigitte Kuster;LR;brigitte.kuster@assemblee-nationale.fr;https://fr-fr.facebook.com/brigitte.kuster.9/;@Brigitte_Kuster;https://twitter.com/@Brigitte_Kuster
Paris;5ème circonscription;Monsieur;Benjamin Griveaux;LREM;benjamin.griveaux@assemblee-nationale.fr;https://fr-fr.facebook.com/BGriveaux//;@BGriveaux;https://twitter.com/@BGriveaux
Paris;6ème circonscription;Monsieur;Pierre Person;LREM;pierre.person@assemblee-nationale.fr;https://www.facebook.com/PierrPerson/;@pierr_person;https://twitter.com/@pierr_person
Paris;7ème circonscription;Monsieur;Pacôme Rupin;LREM;pacome.rupin@assemblee-nationale.fr;https://fr-fr.facebook.com/pacome.rupin/;@PacomeRupin;https://twitter.com/@PacomeRupin
Paris;8ème circonscription;Madame;Laetitia Avia;LREM;laetitia.avia@assemblee-nationale.fr;https://fr-fr.facebook.com/LaetitiaAviaLegislatives/;@LaetitiaAvia;https://twitter.com/@LaetitiaAvia
Paris;9ème circonscription;Monsieur;Buon Tan;LREM;buon.tan@assemblee-nationale.fr;https://www.facebook.com/BuonHuongTAN;@BuonTAN;https://twitter.com/@BuonTAN
Paris;10ème circonscription;Madame;Anne-Christine Lang;LREM;anne-christine.lang@assemblee-nationale.fr;https://fr-fr.facebook.com/ACLang13/;@AChristine_Lang;https://twitter.com/@AChristine_Lang
Paris;11ème circonscription;Madame;Maud Gatel;MODEM;maud.gatel@assemblee-nationale.fr;https://www.facebook.com/maud.gatel;@maudgatel;https://twitter.com/@maudgatel
Paris;12ème circonscription;Madame;Marie Silin;LREM;marie.silin@assemblee-nationale.fr;https://fr-fr.facebook.com/MarieSilinDeputee/;@Mariesilin;https://twitter.com/@Mariesilin
Paris;13ème circonscription;Monsieur;Hugues Renson;LREM;hugues.renson@assemblee-nationale.fr;https://fr-fr.facebook.com/HuguesRensonDepute/;@huguesrenson;https://twitter.com/@huguesrenson
Paris;14ème circonscription;Madame;Sandra Boëlle;LR;sandrine.boelle@assemblee-nationale.fr;https://www.facebook.com/sandra.boelle.9;@SBoelle;https://twitter.com/@SBoelle
Paris;15ème circonscription;Madame;George Pau-Langevin;PS;george.pau-langevin@assemblee-nationale.fr;;;Pas de compte Twitter
